step,action_name,reward,obs_start_menu_open,obs_distance_from_entrance,obs_distance_from_last_position_from_high_reward,map_id,x,y
1327,RIGHT,0.0,-1.0,3.0,-1.0,37,7,3
1328,DOWN,0.0,-1.0,2.0,-1.0,37,7,4
1329,RIGHT,0.0,-1.0,3.0,-1.0,37,7,4
1330,A,0.0,-1.0,3.0,-1.0,37,7,4
1331,UP,0.0,-1.0,3.0,-1.0,37,7,3
1332,DOWN,0.0,-1.0,2.0,-1.0,37,7,4
1333,DOWN,0.0,-1.0,3.0,-1.0,37,7,5
1334,RIGHT,0.0,-1.0,4.0,-1.0,37,7,5
1335,RIGHT,0.0,-1.0,4.0,-1.0,37,7,5
1336,UP,0.0,-1.0,4.0,-1.0,37,7,4
1337,A,0.0,-1.0,3.0,-1.0,37,7,4
1338,LEFT,0.0,-1.0,3.0,-1.0,37,6,4
1339,UP,0.0,-1.0,4.0,-1.0,37,6,3
1340,B,0.0,-1.0,3.0,-1.0,37,6,3
1341,UP,0.0,-1.0,3.0,-1.0,37,6,2
1342,LEFT,0.0,-1.0,2.0,-1.0,37,5,2
1343,RIGHT,0.0,-1.0,3.0,-1.0,37,6,2
1344,B,0.0,-1.0,2.0,-1.0,37,6,2
1345,RIGHT,0.0,-1.0,2.0,-1.0,37,7,2
1346,A,0.0,-1.0,1.0,-1.0,37,7,2
1347,B,0.0,-1.0,1.0,-1.0,37,7,2
1348,A,0.0,-1.0,1.0,-1.0,37,7,2
1349,RIGHT,0.0,-1.0,1.0,-1.0,37,7,2
1350,LEFT,0.0,-1.0,1.0,-1.0,37,6,2
1351,LEFT,0.0,-1.0,2.0,-1.0,37,5,2
1352,B,0.0,-1.0,3.0,-1.0,37,5,2
1353,DOWN,0.0,-1.0,3.0,-1.0,37,5,3
1354,B,0.0,-1.0,4.0,-1.0,37,5,3
1355,DOWN,0.0,-1.0,4.0,-1.0,37,5,3
1356,B,0.0,-1.0,4.0,-1.0,37,5,3
1357,B,0.0,-1.0,4.0,-1.0,37,5,3
1358,A,0.0,-1.0,4.0,-1.0,37,5,3
1359,A,0.0,-1.0,4.0,-1.0,37,5,3
1360,RIGHT,0.0,-1.0,4.0,-1.0,37,5,3
1361,B,0.0,-1.0,4.0,-1.0,37,5,3
1362,B,0.0,-1.0,4.0,-1.0,37,5,3
1363,A,0.0,-1.0,4.0,-1.0,37,5,3
1364,DOWN,0.0,-1.0,4.0,-1.0,37,5,3
1365,B,0.0,-1.0,4.0,-1.0,37,5,3
1366,A,0.0,-1.0,4.0,-1.0,37,5,3
1367,RIGHT,0.0,-1.0,4.0,-1.0,37,5,3
1368,UP,0.0,-1.0,4.0,-1.0,37,5,3
1369,UP,0.0,-1.0,4.0,-1.0,37,5,3
1370,B,0.0,-1.0,4.0,-1.0,37,5,3
1371,UP,0.0,-1.0,4.0,-1.0,37,5,3
1372,RIGHT,0.0,-1.0,4.0,-1.0,37,5,3
1373,A,0.0,-1.0,4.0,-1.0,37,5,3
1374,RIGHT,0.0,-1.0,4.0,-1.0,37,5,3
1375,A,0.0,-1.0,4.0,-1.0,37,5,3
1376,RIGHT,0.0,-1.0,4.0,-1.0,37,5,3
1377,LEFT,0.0,-1.0,4.0,-1.0,37,5,3
1378,UP,0.0,-1.0,4.0,-1.0,37,5,3
1379,UP,0.0,-1.0,4.0,-1.0,37,5,3
1380,RIGHT,0.0,-1.0,4.0,-1.0,37,5,3
1381,RIGHT,0.0,-1.0,4.0,-1.0,37,5,3
1382,A,0.0,-1.0,4.0,-1.0,37,5,3
1383,RIGHT,0.0,-1.0,4.0,-1.0,37,5,3
1384,A,0.0,-1.0,4.0,-1.0,37,5,3
1385,DOWN,0.0,-1.0,4.0,-1.0,37,5,3
1386,UP,0.0,-1.0,4.0,-1.0,37,5,2
1387,DOWN,0.0,-1.0,3.0,-1.0,37,5,3
1388,A,0.0,-1.0,4.0,-1.0,37,5,3
1389,UP,0.0,-1.0,4.0,-1.0,37,5,3
1390,RIGHT,0.0,-1.0,4.0,-1.0,37,5,3
1391,B,0.0,-1.0,4.0,-1.0,37,5,3
1392,UP,0.0,-1.0,4.0,-1.0,37,5,3
1393,A,0.0,-1.0,4.0,-1.0,37,5,3
1394,A,0.0,-1.0,4.0,-1.0,37,5,3
1395,A,0.0,-1.0,4.0,-1.0,37,5,3
1396,UP,0.0,-1.0,4.0,-1.0,37,5,3
1397,RIGHT,0.0,-1.0,4.0,-1.0,37,5,3
1398,UP,0.0,-1.0,4.0,-1.0,37,5,3
1399,UP,0.0,-1.0,4.0,-1.0,37,5,3
1400,UP,0.0,-1.0,4.0,-1.0,37,5,3
1401,DOWN,0.0,-1.0,4.0,-1.0,37,5,3
1402,RIGHT,0.0,-1.0,4.0,-1.0,37,5,3
1403,UP,0.0,-1.0,4.0,-1.0,37,5,3
1404,UP,0.0,-1.0,4.0,-1.0,37,5,3
1405,UP,0.0,-1.0,4.0,-1.0,37,5,3
1406,DOWN,0.0,-1.0,4.0,-1.0,37,5,3
1407,UP,0.0,-1.0,4.0,-1.0,37,5,3
1408,RIGHT,0.0,-1.0,4.0,-1.0,37,5,3
1409,RIGHT,0.0,-1.0,4.0,-1.0,37,5,3
1410,RIGHT,0.0,-1.0,4.0,-1.0,37,5,3
1411,UP,0.0,-1.0,4.0,-1.0,37,5,3
1412,B,0.0,-1.0,4.0,-1.0,37,5,3
1413,LEFT,0.0,-1.0,4.0,-1.0,37,4,3
1414,UP,0.0,-1.0,5.0,-1.0,37,4,2
1415,DOWN,0.0,-1.0,4.0,-1.0,37,4,3
1416,RIGHT,0.0,-1.0,5.0,-1.0,37,5,3
1417,UP,0.0,-1.0,4.0,-1.0,37,5,2
1418,RIGHT,0.0,-1.0,3.0,-1.0,37,6,2
1419,UP,0.0,-1.0,2.0,-1.0,37,6,1
1420,B,0.0,-1.0,1.0,-1.0,37,6,1
1421,UP,0.0,-1.0,1.0,-1.0,37,6,1
1422,B,0.0,-1.0,1.0,-1.0,37,6,1
1423,DOWN,0.0,-1.0,1.0,-1.0,37,6,2
1424,A,0.0,-1.0,2.0,-1.0,37,6,2
1425,LEFT,0.0,-1.0,2.0,-1.0,37,5,2
1426,DOWN,0.0,-1.0,3.0,-1.0,37,5,3
1427,RIGHT,0.0,-1.0,4.0,-1.0,37,6,3
1428,UP,0.0,-1.0,3.0,-1.0,37,6,2
1429,A,0.0,-1.0,2.0,-1.0,37,6,2
1430,A,0.0,-1.0,2.0,-1.0,37,6,2
1431,A,0.0,-1.0,2.0,-1.0,37,6,2
1432,LEFT,0.0,-1.0,2.0,-1.0,37,5,2
1433,A,0.0,-1.0,3.0,-1.0,37,5,2
1434,A,0.0,-1.0,3.0,-1.0,37,5,2
1435,A,0.0,-1.0,3.0,-1.0,37,5,2
1436,A,0.0,-1.0,3.0,-1.0,37,5,2
1437,DOWN,0.0,-1.0,3.0,-1.0,37,5,3
1438,B,0.0,-1.0,4.0,-1.0,37,5,3
1439,UP,0.0,-1.0,4.0,-1.0,37,5,2
1440,UP,0.0,-1.0,3.0,-1.0,37,5,1
1441,B,0.0,-1.0,2.0,-1.0,37,5,1
1442,RIGHT,0.0,-1.0,2.0,-1.0,37,6,1
1443,UP,0.0,-1.0,1.0,-1.0,37,6,1
1444,UP,0.0,-1.0,1.0,-1.0,37,6,1
1445,RIGHT,0.0,-1.0,1.0,-1.0,38,7,1
1446,UP,0.0,-1.0,8.0,-1.0,38,7,1
1447,LEFT,0.0,-1.0,8.0,-1.0,38,6,1
1448,RIGHT,0.0,-1.0,7.0,-1.0,37,7,1
1449,UP,0.0,-1.0,0.0,-1.0,37,7,1
1450,DOWN,0.0,-1.0,0.0,-1.0,37,7,2
1451,RIGHT,0.0,-1.0,1.0,-1.0,37,7,2
1452,B,0.0,-1.0,1.0,-1.0,37,7,2
1453,RIGHT,0.0,-1.0,1.0,-1.0,37,7,2
1454,UP,0.0,-1.0,1.0,-1.0,38,7,1
1455,B,0.0,-1.0,8.0,-1.0,38,7,1
1456,A,0.0,-1.0,8.0,-1.0,38,7,1
1457,UP,0.0,-1.0,8.0,-1.0,38,7,1
1458,UP,0.0,-1.0,8.0,-1.0,38,7,1
1459,B,0.0,-1.0,8.0,-1.0,38,7,1
1460,UP,0.0,-1.0,8.0,-1.0,38,7,1
1461,UP,0.0,-1.0,8.0,-1.0,38,7,1
1462,A,0.0,-1.0,8.0,-1.0,38,7,1
1463,B,0.0,-1.0,8.0,-1.0,38,7,1
1464,DOWN,0.0,-1.0,8.0,-1.0,38,7,2
1465,A,0.0,-1.0,7.0,-1.0,38,7,2
1466,A,0.0,-1.0,7.0,-1.0,38,7,2
1467,B,0.0,-1.0,7.0,-1.0,38,7,2
1468,UP,0.0,-1.0,7.0,-1.0,37,7,1
1469,B,0.0,-1.0,0.0,-1.0,37,7,1
1470,LEFT,0.0,-1.0,0.0,-1.0,37,6,1
1471,A,0.0,-1.0,1.0,-1.0,37,6,1
1472,DOWN,0.0,-1.0,1.0,-1.0,37,6,2
1473,RIGHT,0.0,-1.0,2.0,-1.0,37,7,2
1474,B,0.0,-1.0,1.0,-1.0,37,7,2
1475,LEFT,0.0,-1.0,1.0,-1.0,37,6,2
1476,UP,0.0,-1.0,2.0,-1.0,37,6,1
1477,B,0.0,-1.0,1.0,-1.0,37,6,1
1478,RIGHT,0.0,-1.0,1.0,-1.0,38,7,1
1479,RIGHT,0.0,-1.0,8.0,-1.0,38,7,1
1480,DOWN,0.0,-1.0,8.0,-1.0,38,7,2
1481,B,0.0,-1.0,7.0,-1.0,38,7,2
1482,LEFT,0.0,-1.0,7.0,-1.0,38,6,2
1483,LEFT,0.0,-1.0,6.0,-1.0,38,5,2
1484,RIGHT,0.0,-1.0,5.0,-1.0,38,6,2
1485,A,0.0,-1.0,6.0,-1.0,38,6,2
1486,DOWN,0.0,-1.0,6.0,-1.0,38,6,3
1487,UP,0.0,-1.0,5.0,-1.0,38,6,2
1488,DOWN,0.0,-1.0,6.0,-1.0,38,6,3
1489,RIGHT,0.0,-1.0,5.0,-1.0,38,7,3
1490,UP,0.0,-1.0,6.0,-1.0,38,7,2
1491,RIGHT,0.0,-1.0,7.0,-1.0,38,7,2
1492,B,0.0,-1.0,7.0,-1.0,38,7,2
1493,A,0.0,-1.0,7.0,-1.0,38,7,2
1494,RIGHT,0.0,-1.0,7.0,-1.0,38,7,2
1495,B,0.0,-1.0,7.0,-1.0,38,7,2
1496,A,0.0,-1.0,7.0,-1.0,38,7,2
1497,A,0.0,-1.0,7.0,-1.0,38,7,2
1498,A,0.0,-1.0,7.0,-1.0,38,7,2
1499,A,0.0,-1.0,7.0,-1.0,38,7,2
1500,LEFT,0.0,-1.0,7.0,-1.0,38,6,2
1501,B,0.0,-1.0,6.0,-1.0,38,6,2
1502,LEFT,0.0,-1.0,6.0,-1.0,38,5,2
1503,B,0.0,-1.0,5.0,-1.0,38,5,2
1504,A,0.0,-1.0,5.0,-1.0,38,5,2
1505,B,0.0,-1.0,5.0,-1.0,38,5,2
1506,A,0.0,-1.0,5.0,-1.0,38,5,2
1507,A,0.0,-1.0,5.0,-1.0,38,5,2
1508,DOWN,0.0,-1.0,5.0,-1.0,38,5,3
1509,LEFT,0.0,-1.0,4.0,-1.0,38,4,3
1510,B,0.0,-1.0,3.0,-1.0,38,4,3
1511,LEFT,0.0,-1.0,3.0,-1.0,38,3,3
1512,RIGHT,0.0,-1.0,4.0,-1.0,38,4,3
1513,LEFT,0.0,-1.0,3.0,-1.0,38,3,3
1514,A,0.0,-1.0,4.0,-1.0,38,3,3
1515,LEFT,0.0,-1.0,4.0,-1.0,38,2,3
1516,B,0.0,-1.0,5.0,-1.0,38,2,3
1517,UP,0.0,-1.0,5.0,-1.0,38,2,2
1518,DOWN,0.0,-1.0,6.0,-1.0,38,2,3
1519,RIGHT,0.0,-1.0,5.0,-1.0,38,3,3
1520,A,0.0,-1.0,4.0,-1.0,38,3,3
1521,DOWN,0.0,-1.0,4.0,-1.0,38,3,3
1522,UP,0.0,-1.0,4.0,-1.0,38,3,2
1523,RIGHT,0.0,-1.0,5.0,-1.0,38,4,2
1524,B,0.0,-1.0,4.0,-1.0,38,4,2
1525,B,0.0,-1.0,4.0,-1.0,38,4,2
1526,A,0.0,-1.0,4.0,-1.0,38,4,2
1527,UP,0.0,-1.0,4.0,-1.0,38,4,1
1528,A,0.0,-1.0,5.0,-1.0,38,4,1
1529,DOWN,0.0,-1.0,5.0,-1.0,38,4,2
1530,RIGHT,0.0,-1.0,4.0,-1.0,38,5,2
1531,LEFT,0.0,-1.0,5.0,-1.0,38,4,2
1532,UP,0.0,-1.0,4.0,-1.0,38,4,1
1533,RIGHT,0.0,-1.0,5.0,-1.0,38,5,1
1534,RIGHT,0.0,-1.0,6.0,-1.0,38,6,1
1535,LEFT,0.0,-1.0,7.0,-1.0,38,5,1
1536,LEFT,0.0,-1.0,6.0,-1.0,38,4,1
1537,DOWN,0.0,-1.0,5.0,-1.0,38,4,2
1538,RIGHT,0.0,-1.0,4.0,-1.0,38,5,2
1539,LEFT,0.0,-1.0,5.0,-1.0,38,4,2
1540,DOWN,0.0,-1.0,4.0,-1.0,38,4,3
1541,UP,0.0,-1.0,3.0,-1.0,38,4,2
1542,DOWN,0.0,-1.0,4.0,-1.0,38,4,3
1543,LEFT,0.0,-1.0,3.0,-1.0,38,3,3
1544,LEFT,0.0,-1.0,4.0,-1.0,38,2,3
1545,UP,0.0,-1.0,5.0,-1.0,38,2,2
1546,DOWN,0.0,-1.0,6.0,-1.0,38,2,3
1547,UP,0.0,-1.0,5.0,-1.0,38,2,2
1548,DOWN,0.0,-1.0,6.0,-1.0,38,2,3
1549,UP,0.0,-1.0,5.0,-1.0,38,2,2
1550,A,0.0,-1.0,6.0,-1.0,38,2,2
1551,RIGHT,0.0,-1.0,6.0,-1.0,38,3,2
1552,A,0.0,-1.0,5.0,-1.0,38,3,2
1553,B,0.0,-1.0,5.0,-1.0,38,3,2
1554,B,0.0,-1.0,5.0,-1.0,38,3,2
1555,RIGHT,0.0,-1.0,5.0,-1.0,38,4,2
1556,DOWN,0.0,-1.0,4.0,-1.0,38,4,3
1557,RIGHT,0.0,-1.0,3.0,-1.0,38,5,3
1558,UP,0.0,-1.0,4.0,-1.0,38,5,2
1559,RIGHT,0.0,-1.0,5.0,-1.0,38,6,2
1560,B,0.0,-1.0,6.0,-1.0,38,6,2
1561,UP,0.0,-1.0,6.0,-1.0,38,6,1
1562,UP,0.0,-1.0,7.0,-1.0,38,6,1
1563,B,0.0,-1.0,7.0,-1.0,38,6,1
1564,RIGHT,0.0,-1.0,7.0,-1.0,37,7,1
1565,DOWN,0.0,-1.0,0.0,-1.0,37,7,2
1566,RIGHT,0.0,-1.0,1.0,-1.0,37,7,2
1567,RIGHT,0.0,-1.0,1.0,-1.0,37,7,2
1568,RIGHT,0.0,-1.0,1.0,-1.0,37,7,2
1569,DOWN,0.0,-1.0,1.0,-1.0,37,7,3
1570,B,0.0,-1.0,2.0,-1.0,37,7,3
1571,LEFT,0.0,-1.0,2.0,-1.0,37,6,3
1572,UP,0.0,-1.0,3.0,-1.0,37,6,2
1573,LEFT,0.0,-1.0,2.0,-1.0,37,5,2
1574,UP,0.0,-1.0,3.0,-1.0,37,5,1
1575,LEFT,0.0,-1.0,2.0,-1.0,37,4,1
1576,RIGHT,0.0,-1.0,3.0,-1.0,37,5,1
1577,UP,0.0,-1.0,2.0,-1.0,37,5,1
1578,RIGHT,0.0,-1.0,2.0,-1.0,37,6,1
1579,UP,0.0,-1.0,1.0,-1.0,37,6,1
1580,B,0.0,-1.0,1.0,-1.0,37,6,1
1581,RIGHT,0.0,-1.0,1.0,-1.0,38,7,1
1582,A,0.0,-1.0,8.0,-1.0,38,7,1
1583,B,0.0,-1.0,8.0,-1.0,38,7,1
1584,LEFT,0.0,-1.0,8.0,-1.0,38,6,1
1585,RIGHT,0.0,-1.0,7.0,-1.0,37,7,1
1586,RIGHT,0.0,-1.0,0.0,-1.0,37,7,1
1587,RIGHT,0.0,-1.0,0.0,-1.0,37,7,1
1588,LEFT,0.0,-1.0,0.0,-1.0,37,6,1
1589,RIGHT,0.0,-1.0,1.0,-1.0,38,7,1
1590,UP,0.0,-1.0,8.0,-1.0,38,7,1
1591,B,0.0,-1.0,8.0,-1.0,38,7,1
1592,UP,0.0,-1.0,8.0,-1.0,38,7,1
1593,A,0.0,-1.0,8.0,-1.0,38,7,1
1594,UP,0.0,-1.0,8.0,-1.0,38,7,1
1595,RIGHT,0.0,-1.0,8.0,-1.0,38,7,1
1596,A,0.0,-1.0,8.0,-1.0,38,7,1
1597,LEFT,0.0,-1.0,8.0,-1.0,38,6,1
1598,UP,0.0,-1.0,7.0,-1.0,38,6,1
1599,B,0.0,-1.0,7.0,-1.0,38,6,1
1600,UP,0.0,-1.0,7.0,-1.0,38,6,1
1601,A,0.0,-1.0,7.0,-1.0,38,6,1
1602,LEFT,0.0,-1.0,7.0,-1.0,38,5,1
1603,RIGHT,0.0,-1.0,6.0,-1.0,38,6,1
1604,RIGHT,0.0,-1.0,7.0,-1.0,37,7,1
1605,B,0.0,-1.0,0.0,-1.0,37,7,1
1606,RIGHT,0.0,-1.0,0.0,-1.0,37,7,1
1607,A,0.0,-1.0,0.0,-1.0,37,7,1
1608,A,0.0,-1.0,0.0,-1.0,37,7,1
1609,LEFT,0.0,-1.0,0.0,-1.0,37,6,1
1610,A,0.0,-1.0,1.0,-1.0,37,6,1
1611,RIGHT,0.0,-1.0,1.0,-1.0,38,7,1
1612,B,0.0,-1.0,8.0,-1.0,38,7,1
1613,RIGHT,0.0,-1.0,8.0,-1.0,38,7,1
1614,UP,0.0,-1.0,8.0,-1.0,38,7,1
1615,DOWN,0.0,-1.0,8.0,-1.0,38,7,2
1616,UP,0.0,-1.0,7.0,-1.0,37,7,1
1617,B,0.0,-1.0,0.0,-1.0,37,7,1
1618,UP,0.0,-1.0,0.0,-1.0,37,7,1
1619,UP,0.0,-1.0,0.0,-1.0,37,7,1
1620,UP,0.0,-1.0,0.0,-1.0,37,7,1
1621,RIGHT,0.0,-1.0,0.0,-1.0,37,7,1
1622,DOWN,0.0,-1.0,0.0,-1.0,37,7,2
1623,DOWN,0.0,-1.0,1.0,-1.0,37,7,3
1624,DOWN,0.0,-1.0,2.0,-1.0,37,7,4
1625,B,0.0,-1.0,3.0,-1.0,37,7,4
1626,RIGHT,0.0,-1.0,3.0,-1.0,37,7,4
1627,UP,0.0,-1.0,3.0,-1.0,37,7,3
1628,LEFT,0.0,-1.0,2.0,-1.0,37,6,3
1629,LEFT,0.0,-1.0,3.0,-1.0,37,5,3
1630,LEFT,0.0,-1.0,4.0,-1.0,37,4,3
1631,UP,0.0,-1.0,5.0,-1.0,37,4,2
1632,LEFT,0.0,-1.0,4.0,-1.0,37,3,2
1633,RIGHT,0.0,-1.0,5.0,-1.0,37,4,2
1634,LEFT,0.0,-1.0,4.0,-1.0,37,3,2
1635,LEFT,0.0,-1.0,5.0,-1.0,37,2,2
1636,B,0.0,-1.0,6.0,-1.0,37,2,2
1637,LEFT,0.0,-1.0,6.0,-1.0,37,1,2
1638,LEFT,0.0,-1.0,7.0,-1.0,37,0,2
1639,UP,0.0,-1.0,8.0,-1.0,37,0,2
1640,B,0.0,-1.0,8.0,-1.0,37,0,2
1641,DOWN,0.0,-1.0,8.0,-1.0,37,0,3
1642,RIGHT,0.0,-1.0,9.0,-1.0,37,1,3
1643,B,0.0,-1.0,8.0,-1.0,37,1,3
1644,DOWN,0.0,-1.0,8.0,-1.0,37,1,4
1645,UP,0.0,-1.0,9.0,-1.0,37,1,3
1646,DOWN,0.0,-1.0,8.0,-1.0,37,1,4
1647,RIGHT,0.0,-1.0,9.0,-1.0,37,2,4
1648,DOWN,0.0,-1.0,8.0,-1.0,37,2,5
1649,A,0.0,-1.0,9.0,-1.0,37,2,5
1650,B,0.0,-1.0,9.0,-1.0,37,2,5
1651,LEFT,0.0,-1.0,9.0,-1.0,37,1,5
1652,RIGHT,0.0,-1.0,10.0,-1.0,37,2,5
1653,DOWN,0.0,-1.0,9.0,-1.0,37,2,6
1654,UP,0.0,-1.0,10.0,-1.0,37,2,5
1655,UP,0.0,-1.0,9.0,-1.0,37,2,4
1656,A,0.0,-1.0,8.0,-1.0,37,2,4
1657,A,0.0,-1.0,8.0,-1.0,37,2,4
1658,UP,0.0,-1.0,8.0,-1.0,37,2,3
1659,UP,0.0,-1.0,7.0,-1.0,37,2,2
1660,DOWN,0.0,-1.0,6.0,-1.0,37,2,3
1661,UP,0.0,-1.0,7.0,-1.0,37,2,2
1662,B,0.0,-1.0,6.0,-1.0,37,2,2
1663,DOWN,0.0,-1.0,6.0,-1.0,37,2,3
1664,A,0.0,-1.0,7.0,-1.0,37,2,3
1665,LEFT,0.0,-1.0,7.0,-1.0,37,1,3
1666,B,0.0,-1.0,8.0,-1.0,37,1,3
1667,A,0.0,-1.0,8.0,-1.0,37,1,3
1668,UP,0.0,-1.0,8.0,-1.0,37,1,2
1669,UP,0.0,-1.0,7.0,-1.0,37,1,2
1670,DOWN,0.0,-1.0,7.0,-1.0,37,1,3
1671,DOWN,0.0,-1.0,8.0,-1.0,37,1,4
1672,DOWN,0.0,-1.0,9.0,-1.0,37,1,5
1673,DOWN,0.0,-1.0,10.0,-1.0,37,1,6
1674,DOWN,0.0,-1.0,11.0,-1.0,37,1,7
1675,RIGHT,0.0,-1.0,12.0,-1.0,37,2,7
1676,B,0.0,-1.0,11.0,-1.0,37,2,7
1677,DOWN,0.0,-1.0,11.0,-1.0,0,5,6
1678,B,0.0,-1.0,0.0,-1.0,0,5,6
1679,DOWN,0.0,-1.0,0.0,-1.0,0,5,7
1680,UP,0.0,-1.0,1.0,-1.0,0,5,6
1681,LEFT,0.0,-1.0,0.0,-1.0,0,4,6
1682,B,0.0,-1.0,1.0,-1.0,0,4,6
1683,LEFT,0.0,-1.0,1.0,-1.0,0,3,6
1684,DOWN,0.0,-1.0,2.0,-1.0,0,3,7
1685,RIGHT,0.0,-1.0,3.0,-1.0,0,3,7
1686,A,0.0,-1.0,3.0,-1.0,0,3,7
1687,A,0.0,-1.0,3.0,-1.0,0,3,7
1688,LEFT,0.0,-1.0,3.0,-1.0,0,2,7
1689,A,0.0,-1.0,4.0,-1.0,0,2,7
1690,UP,0.0,-1.0,4.0,-1.0,0,2,6
1691,LEFT,0.0,-1.0,3.0,-1.0,0,1,6
1692,B,0.0,-1.0,4.0,-1.0,0,1,6
1693,B,0.0,-1.0,4.0,-1.0,0,1,6
1694,UP,0.0,-1.0,4.0,-1.0,0,1,5
1695,DOWN,0.0,-1.0,5.0,-1.0,0,1,6
1696,DOWN,0.0,-1.0,4.0,-1.0,0,1,7
1697,RIGHT,0.0,-1.0,5.0,-1.0,0,2,7
1698,UP,0.0,-1.0,4.0,-1.0,0,2,6
1699,RIGHT,0.0,-1.0,3.0,-1.0,0,3,6
1700,B,0.0,-1.0,2.0,-1.0,0,3,6
1701,RIGHT,0.0,-1.0,2.0,-1.0,0,4,6
1702,UP,0.0,-1.0,1.0,-1.0,0,4,6
1703,RIGHT,0.0,-1.0,1.0,-1.0,0,4,6
1704,UP,0.0,-1.0,1.0,-1.0,0,4,6
1705,A,0.0,-1.0,1.0,-1.0,0,4,6
1706,RIGHT,0.0,-1.0,1.0,-1.0,0,5,6
1707,LEFT,0.0,-1.0,0.0,-1.0,0,4,6
1708,LEFT,0.0,-1.0,1.0,-1.0,0,3,6
1709,UP,0.0,-1.0,2.0,-1.0,0,3,6
1710,RIGHT,0.0,-1.0,2.0,-1.0,0,4,6
1711,B,0.0,-1.0,1.0,-1.0,0,4,6
1712,UP,0.0,-1.0,1.0,-1.0,0,4,6
1713,LEFT,0.0,-1.0,1.0,-1.0,0,3,6
1714,DOWN,0.0,-1.0,2.0,-1.0,0,3,7
1715,UP,0.0,-1.0,3.0,-1.0,0,3,6
1716,B,0.0,-1.0,2.0,-1.0,0,3,6
1717,A,0.0,-1.0,2.0,-1.0,0,3,6
1718,A,0.0,-1.0,2.0,-1.0,0,3,6
1719,A,0.0,-1.0,2.0,-1.0,0,3,6
1720,A,0.0,-1.0,2.0,-1.0,0,3,6
1721,B,0.0,-1.0,2.0,-1.0,0,3,6
1722,RIGHT,0.0,-1.0,2.0,-1.0,0,4,6
1723,A,0.0,-1.0,1.0,-1.0,0,4,6
1724,A,0.0,-1.0,1.0,-1.0,0,4,6
1725,A,0.0,-1.0,1.0,-1.0,0,4,6
1726,RIGHT,0.0,-1.0,1.0,-1.0,0,5,6
1727,DOWN,0.0,-1.0,0.0,-1.0,0,5,7
1728,RIGHT,0.0,-1.0,1.0,-1.0,0,6,7
1729,UP,0.0,-1.0,2.0,-1.0,0,6,6
1730,UP,0.0,-1.0,1.0,-1.0,0,6,6
1731,LEFT,0.0,-1.0,1.0,-1.0,0,5,6
1732,DOWN,0.0,-1.0,0.0,-1.0,0,5,7
1733,A,0.0,-1.0,1.0,-1.0,0,5,7
1734,B,0.0,-1.0,1.0,-1.0,0,5,7
1735,DOWN,0.0,-1.0,1.0,-1.0,0,5,8
1736,UP,0.0,-1.0,2.0,-1.0,0,5,7
1737,B,0.0,-1.0,1.0,-1.0,0,5,7
1738,RIGHT,0.0,-1.0,1.0,-1.0,0,6,7
1739,DOWN,0.0,-1.0,2.0,-1.0,0,6,8
1740,RIGHT,0.0,-1.0,3.0,-1.0,0,7,8
1741,UP,0.0,-1.0,4.0,-1.0,0,7,7
1742,LEFT,0.0,-1.0,3.0,-1.0,0,6,7
1743,UP,0.0,-1.0,2.0,-1.0,0,6,6
1744,LEFT,0.0,-1.0,1.0,-1.0,0,5,6
1745,RIGHT,0.0,-1.0,0.0,-1.0,0,6,6
1746,A,0.0,-1.0,1.0,-1.0,0,6,6
1747,UP,0.0,-1.0,1.0,-1.0,0,6,6
1748,RIGHT,0.0,-1.0,1.0,-1.0,0,7,6
1749,A,0.0,-1.0,2.0,-1.0,0,7,6
1750,UP,0.0,-1.0,2.0,-1.0,0,7,6
1751,A,0.0,-1.0,2.0,-1.0,0,7,6
1752,LEFT,0.0,-1.0,2.0,-1.0,0,6,6
1753,LEFT,0.0,-1.0,1.0,-1.0,0,5,6
1754,UP,0.0,-1.0,0.0,-1.0,37,2,7
1755,RIGHT,0.0,-1.0,11.0,-1.0,37,3,7
1756,B,0.0,-1.0,10.0,-1.0,37,3,7
1757,DOWN,0.0,-1.0,10.0,-1.0,0,5,6
1758,A,0.0,-1.0,0.0,-1.0,0,5,6
1759,LEFT,0.0,-1.0,0.0,-1.0,0,4,6
1760,A,0.0,-1.0,1.0,-1.0,0,4,6
1761,DOWN,0.0,-1.0,1.0,-1.0,0,4,7
1762,RIGHT,0.0,-1.0,2.0,-1.0,0,5,7
1763,RIGHT,0.0,-1.0,1.0,-1.0,0,6,7
1764,RIGHT,0.0,-1.0,2.0,-1.0,0,7,7
1765,B,0.0,-1.0,3.0,-1.0,0,7,7
1766,UP,0.0,-1.0,3.0,-1.0,0,7,6
1767,UP,0.0,-1.0,2.0,-1.0,0,7,6
1768,RIGHT,0.0,-1.0,2.0,-1.0,0,8,6
1769,RIGHT,0.0,-1.0,3.0,-1.0,0,9,6
1770,LEFT,0.0,-1.0,4.0,-1.0,0,8,6
1771,RIGHT,0.0,-1.0,3.0,-1.0,0,9,6
1772,A,0.0,-1.0,4.0,-1.0,0,9,6
1773,RIGHT,0.0,-1.0,4.0,-1.0,0,10,6
1774,RIGHT,0.0,-1.0,5.0,-1.0,0,11,6
1775,A,0.0,-1.0,6.0,-1.0,0,11,6
1776,RIGHT,0.0,-1.0,6.0,-1.0,0,12,6
1777,RIGHT,0.0,-1.0,7.0,-1.0,0,13,6
1778,A,0.0,-1.0,8.0,-1.0,0,13,6
